Ralf Steinmetz,Cheng-Wen Wu,Thomas S. Huang,Maja J. Mataric,K. Suzanne Barber,Josef Kittler,Gerald Sommer,Edwin R. Hancock,Masaru Kitsuregawa,Roberto Gorrieri,Nancy E. Reed,Bharat K. Bhargava,Sanjay Kumar Madria,Bill Hancock
0.992903916847602,0.9930732737356981,0.9939997604005573,0.9901755651629268,0.9953031034316049,0.992439566383572,0.9951120342568024,0.9990868783280705,0.9950088158360292,0.9974106507637319,0.9956299892145377,0.993504842716968,0.9971874084189156,0.9977287825325001
0.9929558400704034,0.9904000475270662,0.9930140364328458,0.9943634590161814,0.9886263975361383,0.9902816395768238,0.9994597890489164,0.9950180190774806,0.9892148521402658,0.9979339243982175,0.9888065605101318,0.9923498701141867,0.9977411411532779,0.9920584919276068
0.9902060042467002,0.9956987397747432,0.9912593735775205,0.9923442376435051,0.9976685685553952,0.9886079330007788,0.9926746918183225,0.9975752521964594,0.9974621294930721,0.995259172066112,0.9929761272880319,0.9957257717541251,0.9951513442533206,0.9954035152416587
0.9924539610353912,0.9878807043683273,0.988234228626894,0.9896626572736518,0.9910986561776008,0.990249711065587,0.9911980691138352,0.9961865068971866,0.9907881953153628,0.9937527197087787,0.9908726003711656,0.9878352748608376,0.9936448764536888,0.9929630291172225
0.9950574706112226,0.9896494260560488,0.9954599711689068,0.9926430876252047,0.9917660497743888,0.9935901240855761,0.9976192395291449,0.9968735368678148,0.9919616120819175,0.9994679150982826,0.9920132795734518,0.9947253755448426,0.999217672011936,0.994657904999914
0.9918370668605393,0.9950169736014464,0.9925518769820465,0.9926275732177271,0.9933632798717291,0.9898238942448866,0.9976012125573664,0.9983961145654229,0.9936951457981302,0.996650537175373,0.9935119700469125,0.9921199750619554,0.9966110847590044,0.9957189540147781
0.9854151247165339,0.9976996607274919,0.9917992614744193,0.9879248936442535,0.995091811669492,0.9830527590738098,0.9888595739363991,0.9950265705838176,0.9941565736194812,0.9919369100187864,0.9898794486076974,0.9972425960691523,0.9918187543889185,0.9975589529036917
0.9880945173752486,0.9882392368173954,0.9890622106655773,0.9839392288464274,0.991438138288115,0.9906035201579194,0.9911091613282932,0.9968516863473661,0.9914371627890775,0.994086790914461,0.9919429932858904,0.9882761868584071,0.9940225491587673,0.9938333274219017
0.9871847999482073,0.9881646050226859,0.9887678667139091,0.9828850987413379,0.9958565756441045,0.9909195093087722,0.9898395392692071,0.9963855092628433,0.9909612541972815,0.9933469212044537,0.9961486258513386,0.9884420933332584,0.9932783808394406,0.9940141991366834
0.995404080475883,0.9914283169581067,0.9918599768909773,0.9930666148010492,0.9934682143172697,0.9891607811162788,0.9937452767213275,0.9980108037104345,0.9935225041582839,0.995974917804292,0.9930892887888285,0.9915760238738162,0.9959350081856073,0.9952615642767462
0.9971154461041846,0.9870092947015286,0.9928109595205311,0.9890002739233272,0.9900883389530744,0.9904354994399719,0.990523853624676,0.9956573314548954,0.9949190437034866,0.993369637207252,0.989825445706341,0.9874587825802467,0.9932668117654839,0.9923607267566736
0.9924099492702823,0.9933411133066087,0.997728438401088,0.9900771591073303,0.9906390748293665,0.9895154167705249,0.9957982684444623,0.996221923873402,0.9906020823953647,0.9978412787291769,0.9904943721072922,0.9976000897766185,0.9977791864641271,0.9974592341885601
0.9899856376315783,0.9961698069905816,0.9956847646460929,0.9873471060498844,0.993689179696123,0.9879271341600578,0.9929316318216006,0.9979866085600944,0.9932976337347796,0.9953466470016125,0.9935886735371604,0.9957673731737929,0.9953590984154645,0.9996079822066868
0.99430605589039,0.9843455022242721,0.9902241574279547,0.9849859637832253,0.9877359363866794,0.9870411233819557,0.9882972047500469,0.994563244444923,0.9929740795008921,0.9915020006322491,0.9925482332618304,0.9843954572604712,0.9915267763959135,0.990172568574419
0.9998728629940219,0.9836002341031347,0.9946812798417263,0.9919901360642486,0.9864373753977285,0.9918011568836592,0.993484163791318,0.9935426247685141,0.992013918094524,0.9957836020725495,0.9860332746312567,0.9889645586154043,0.9957098525394085,0.9889972504305458
0.9865956372416542,0.9928459710782027,0.9878769352288332,0.9881317575117269,0.9999865653612638,0.9899636202042659,0.9893324494609215,0.9957471214064604,0.9949896668690537,0.9925909865273096,0.9950978976160895,0.9926813045288284,0.9925559373680284,0.9930565109307309
0.9911115338652865,0.9912516040346678,0.9917151665642292,0.9879495022558522,0.9939120083010198,0.9936842315989642,0.993833193061694,0.9984345498611967,0.9938776850854029,0.9960828233521642,0.9941766359109152,0.9910583479818217,0.9960681590645022,0.9952774135772159
0.9936566620358013,0.9884252259287131,0.994235842351909,0.9903321085146044,0.9903657652151233,0.9908004691498837,0.9963480532881634,0.9965941561075622,0.9912010533277597,0.9985455362179216,0.9906072352622158,0.9933422330796049,0.9985118833375689,0.9931903586961748
0.9878254337315069,0.9933463851126332,0.9884543834522591,0.9896213556236791,0.996031991929579,0.9898575412945088,0.9909122628216168,0.9965107501671492,0.9958457626747306,0.9935986940737274,0.9912534566613493,0.9928875537775079,0.9935939355899861,0.9930423214906583
0.9860550793276153,0.9872486643875003,0.9877067109936114,0.9817083938732996,0.995026994245614,0.9902951137863361,0.9892912910072479,0.9957581387760744,0.9900769315437115,0.9926005226110239,0.9999819973442748,0.9871721694782384,0.9925301504353276,0.9930878816027117
0.9882444057567848,0.9952115235747654,0.994290288492552,0.9850276109363356,0.9930868602505128,0.9851834956921153,0.9869913026040064,0.9940791805492553,0.9973754434080115,0.9904807963807898,0.9876980106717977,0.9947309355576329,0.9904885909454209,0.9952349042525466
0.9856084422811533,0.9929737842185962,0.9920815805167683,0.9878180791848726,0.9902605449838816,0.9816972541541686,0.9904581661447146,0.9925919312158317,0.989995340051526,0.993519799128589,0.9898721938430154,0.997399643814065,0.9934451841278414,0.9937134951538494
0.9905981318274149,0.9878138793921382,0.9901804831308597,0.9916361632537605,0.9867467175224346,0.9918705865195327,0.9979280913066859,0.993923713928142,0.9873332152986345,0.9963953265177914,0.9870066065324924,0.9893380766170657,0.9962953385208807,0.9896110024499037
0.9929523222628989,0.9878794020281924,0.9938001016692509,0.9837161637863998,0.9906773428042884,0.9907125078439112,0.9907846769920498,0.9966118147660791,0.9958542009954866,0.9938995897408094,0.991041573729932,0.9882422430340873,0.993939302246508,0.9930317566633483
0.9879779009635262,0.9975264933701882,0.9937048721322383,0.9889340483929491,0.9910990459283691,0.9848002163107328,0.9947275903929865,0.9965931785271179,0.9910216155369505,0.99399626763912,0.9909569151304314,0.9938930331672085,0.9940621625294264,0.997823926231809
0.9954783073172583,0.9908333441254805,0.995996134354481,0.9876222369970274,0.9931589625666699,0.99374510787292,0.9934598992579676,0.9981753943299052,0.9978574424110778,0.9958668613178743,0.9933118565691204,0.9909547736157578,0.9959367540867214,0.9945604719076945
0.988869630372343,0.9901877490373578,0.9952197465781083,0.9793242545223277,0.988254993324622,0.9857542892215573,0.9874390636450168,0.9946305782027846,0.9930346633850027,0.9910805257239619,0.9883846465083925,0.9900476621042532,0.9911277115919488,0.9957875014286715
0.9920422017210426,0.99326954522724,0.9882665744875578,0.9947833300395157,0.9953067715626832,0.9847239863353638,0.9904828312359782,0.9957421118996491,0.9952266648923248,0.9931553508243209,0.989767431314923,0.9931748184513205,0.9931300773098808,0.9926586970660145
0.995763195323732,0.9874958020625165,0.9952941409046377,0.9913450495684951,0.9861780653197808,0.9922747958066478,0.9976046965690486,0.9938532587123913,0.9921005928656379,0.9963544263461466,0.9863332951675113,0.9894298558996182,0.996319357375705,0.9892109075241653
0.9882614490121178,0.9892343126633957,0.9891832332138172,0.9842647813585379,0.997671041222482,0.9918114461410107,0.9863982879727964,0.993844757295066,0.997232408177298,0.9902800124224267,0.992503336612198,0.9892475567925083,0.9902390522712835,0.9903213030319067
0.9919846225484993,0.993183659244249,0.9975274828030448,0.9839075170149794,0.991190837726849,0.989513820617887,0.9906348371509183,0.9965382212837186,0.9954807646307121,0.9935034563528,0.9911293832808755,0.9928604831957133,0.9935700581416512,0.9973160209378308
0.9843687626397071,0.9888178639400005,0.9857735784188632,0.9837223260112758,0.9930656132795481,0.9878035115047885,0.9916694996518227,0.9948472003596026,0.9881688774586823,0.9916792133040432,0.9983022125266748,0.9853008883024313,0.9916709589660854,0.9914162034290377
0.9869701516035301,0.9936509884033098,0.9933193745769267,0.9834181792401596,0.9911062076678567,0.9841353922480228,0.9901747957899769,0.9963498193337199,0.9909198817365112,0.9931943268040364,0.9911352270421732,0.9933144997362168,0.9932446349549641,0.9980171485178202
0.988009314405551,0.9905755366964475,0.9898509354137379,0.9847281008023829,0.9883619546245274,0.9802443171897923,0.9877366042230714,0.9943878411030264,0.9877916119184864,0.9908864461855103,0.9928454807426945,0.9899290202933236,0.9908866979165231,0.9957966784108669
0.9914811880320441,0.9919328036449581,0.992649277801906,0.9879015311394975,0.9937344855353639,0.989289346192682,0.9937492147418694,0.9986924987741873,0.9942872163148686,0.9962436331753911,0.9939505799287427,0.9919939547931182,0.9963356851187947,0.9956418297230976
0.9936199793988072,0.9925005635611038,0.989542980547398,0.9949130129612583,0.9906961602613343,0.9858408303346328,0.9955373509978593,0.9965242946721552,0.9912491622170709,0.9944946299268823,0.9902018460062039,0.9893138635082777,0.9945705969765651,0.9927677203845406
0.9976570524069125,0.987998254372989,0.9932685860210426,0.9956436730143001,0.9898713420104823,0.9901875619847825,0.9962506365566938,0.9957998373699506,0.9904700632217253,0.9979983203345892,0.9893856865733545,0.9927374387214637,0.9979528945505894,0.9920650136542254
0.9898435566864147,0.9901707816333909,0.9905545717002279,0.9916213832923115,0.9923811988072743,0.9868283588290475,0.9935322974033345,0.9945687573088511,0.9928870394386341,0.9960549392114347,0.9922666368827917,0.9947867093959799,0.9960011721102485,0.990651542147557
0.9901450476725334,0.9910560751174317,0.9913437630135381,0.9868232575172153,0.9978562040492777,0.9938899256254743,0.9925499740901146,0.9979167357462926,0.9933226020095721,0.9953150115321145,0.9979447816621019,0.9911036956102256,0.9952847678428598,0.9954201549947856
